:START_ID,:END_ID,:TYPE,relation,confidence,weight:float,source_file
hyperedge_general,paper_0284_general_jointgs_joint_optimization_of_cameras_bodies_and_3d_gaussi,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0285_general_anystyle_single_pass_multimodal_stylization_for_3d_gaussian,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0286_general_constrained_dynamic_gaussian_splatting,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0287_general_pi_gs_sparse_view_gaussian_splatting_with_dense_3_initial,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0288_general_sharptimegs_sharp_and_stable_dynamic_gaussian_splatting_via,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0289_general_soma_a_real_to_sim_neural_simulator_for_robotic_soft_body_m,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0290_general_intellectual_property_protection_for_3d_gaussian_splatting_a,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0291_general_fastphysgs_accelerating_physics_based_dynamic_3dgs_simulati,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0292_general_position_3d_gaussian_splatting_watermarking_should_be_scena,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0293_general_split_splat_zero_shot_panoptic_segmentation_via_explicit_in,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0294_general_radioactive_3d_gaussian_ray_tracing_for_tomographic_reconstr,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0295_general_hpc_hierarchical_point_based_latent_representation_for_stre,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0296_general_psgs_text_driven_panorama_sliding_scene_generation_via_gaus,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0297_general_3dgs_2_tr_scalable_second_order_trust_region_method_for_3,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0298_general_eag_pt_emission_aware_gaussians_and_path_tracing_for_indoor,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0299_general_self_supervised_slice_to_volume_reconstruction_with_gaussian,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0300_general_freefix_boosting_3d_gaussian_splatting_via_fine_tuning_free,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0301_general_gvgs_gaussian_visibility_aware_multi_view_geometry_for_accu,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0302_general_graphical_x_splatting_graphixs_a_graphical_model_for_4d_g,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0303_general_waterclear_gs_optical_aware_gaussian_splatting_for_underwat,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0304_general_diffstyle3d_consistent_3d_gaussian_stylization_via_attentio,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0305_general_fast_converging_3d_gaussian_splatting_for_1_minute_reconstru,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0306_general_unimgs_unifying_mesh_and_3d_gaussian_splatting_with_single,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0307_general_splat_portrait_generalizing_talking_heads_with_gaussian_spl,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0308_general_exogs_a_4d_real_to_sim_to_real_framework_for_scalable_manip,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0309_general_lod_structured_3d_gaussian_splatting_for_streaming_video_rec,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0310_general_geometry_grounded_gaussian_splatting,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0311_general_pocketgs_on_device_training_of_3d_gaussian_splatting_for_hi,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0312_general_lgdwt_gs_local_and_global_discrete_wavelet_regularized_3d_g,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0313_general_evolsplat4d_efficient_volume_based_gaussian_splatting_for_4,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0314_general_thermosplat_cross_modal_3d_gaussian_splatting_with_feature,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0315_general_ll_gaussianimage_efficient_image_representation_for_zero_sh,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0316_general_ll_gaussianmap_zero_shot_low_light_image_enhancement_via_2d,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0317_general_splatbus_a_gaussian_splatting_viewer_framework_via_gpu_inte,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0318_general_potr_post_training_3dgs_compression,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0319_general_structured_image_based_coding_for_efficient_gaussian_splatti,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0320_general_rig_aware_3d_reconstruction_of_vehicle_undercarriages_using,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0321_general_gaussexplorer_3d_gaussian_splatting_for_embodied_exploratio,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0322_general_treedgs_aerial_gaussian_splatting_for_distant_dbh_measureme,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0323_general_gaussiantrimmer_online_trimming_boundaries_for_3dgs_segment,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0324_general_active_semantic_mapping_of_horticultural_environments_using,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0325_general_studentsplat_your_student_model_learns_single_view_3d_gauss,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0326_general_thinking_like_van_gogh_structure_aware_style_transfer_via_f,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0327_general_tidi_gs_floater_suppression_in_3d_gaussian_splatting_for_en,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0328_general_3dgs_drag_dragging_gaussians_for_intuitive_point_based_3d_e,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0329_general_nas_gs_noise_aware_sonar_gaussian_splatting,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0330_general_layergs_decomposition_and_inpainting_of_layered_3d_human_av,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0331_general_gs_dmsr_dynamic_sensitive_multi_scale_manifold_enhancement,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0332_general_gaussianswap_animatable_video_face_swapping_with_3d_gaussia,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0333_general_profuse_efficient_cross_view_context_fusion_for_open_vocabu,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0334_general_scar_gs_spatial_context_attention_for_residuals_in_progress,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0335_general_idesplat_iterative_depth_probability_estimation_for_general,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0336_general_caricaturegs_exaggerating_3d_gaussian_splatting_faces_with,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0337_general_a_high_fidelity_digital_twin_for_robotic_manipulation_based,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0338_general_sa_resgs_self_augmented_residual_3d_gaussian_splatting_for,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0339_general_360_geogs_geometrically_consistent_feed_forward_3d_gaussian,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0340_general_sketchrodgs_sketch_based_extraction_of_slender_geometries_f,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0341_general_esgaussianface_emotional_and_stylized_audio_driven_facial_a,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0342_general_clean_gs_semantic_mask_guided_pruning_for_3d_gaussian_splat,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0343_general_shadowgs_shadow_aware_3d_gaussian_splatting_for_satellite_i,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0344_general_sv_gs_sparse_view_4d_reconstruction_with_skeleton_driven_ga,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0345_general_phystalk_language_driven_real_time_physics_in_3d_gaussian_s,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0346_general_splatwizard_a_benchmark_toolkit_for_3d_gaussian_splatting_c,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0347_general_improved_3d_gaussian_splatting_of_unknown_spacecraft_structu,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0348_general_airgs_real_time_4d_gaussian_streaming_for_free_viewpoint_vi,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0349_general_quantile_rendering_efficiently_embedding_high_dimensional_f,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0350_general_nebula_enable_city_scale_3d_gaussian_splatting_in_virtual_r,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0351_general_enhancing_annotations_for_5d_apple_pose_estimation_through_3,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
hyperedge_general,paper_0352_general_hyge_occ_hybrid_view_transformation_with_3d_gaussian_and_ed,HAS_MEMBER,participate_in,INFERRED,0.7,deterministic
